m,R : score,5m/6,gap,a : R/(5m/6)*100,a's average,(ave-a)^2,S : standard deviation,É¢: 1.96*S/Å„1000,confidence interval
1151,798,959.167,161.167,83.1971909,,0.029425297,,,
1290,898,1075,177,83.53488372,,0.027607415,,,
1209,861,1007.5,146.5,85.45905707,,4.369471741,,,
1180,822,983.333,161.333,83.59324868,,0.050409116,,,
1137,755,947.5,192.5,79.68337731,,13.58181657,,,
1167,794,972.5,178.5,81.64524422,,2.97039956,,,
1125,798,937.5,139.5,85.12,,3.066950361,,,
1220,858,1016.67,158.667,84.39316592,,1.049471155,,,
1118,787,931.667,144.667,84.47224169,,1.217740415,,,
1123,760,935.833,175.833,81.21107078,,4.655488698,,,
1194,844,995,151,84.8241206,,2.118164922,,,
1194,823,995,172,82.71356784,,0.429236055,,,
1311,929,1092.5,163.5,85.03432494,,2.774210078,,,
1160,827,966.667,139.667,85.55169464,,4.765339279,,,
1297,904,1080.83,176.833,83.63942526,,0.073276501,,,
1128,769,940,171,81.80851064,,2.434281118,,,
1302,889,1085,196,81.93548387,,2.054191399,,,
1092,766,910,144,84.17582418,,0.651402736,,,
